1.61816	1.61933	1.61849	1.61881	1.61974	1.61785	1.61833	1.61917	1.6183	1.61864	1.6191	1.62004	1.62053	1.61954	1.61835	1.61839	1.61962	1.61982	1.61879	1.62016	1.61873	1.61809	1.61783	1.61814	1.61849	1.61809	1.61792	1.61909	1.61882	1.61947	1.62008	1.62072	1.61925	1.62023	1.62045	1.61988	1.61875	1.61981	1.61968	1.61849	1.61982	1.6195	1.6183	1.61872	1.61957	1.62036	1.62008	1.61912	1.62001	1.61889	1.61917	1.62034	1.62013	1.62117	1.62157	1.61957	1.61974	1.61855	1.61928	1.61919	1.61992	1.61994	1.62005	1.6195	1.61981	1.61946	1.61901	1.61991	1.61973	1.61949	1.62001	1.61978	1.62074	1.62144	1.6205	1.6205	1.61897	1.61824	1.61762	1.61741	1.6186	1.61769	1.61961	1.61957	1.61941	1.61931	1.61904	1.61916	1.61826	1.61946	1.61934	1.61921	1.62058	1.62099	1.62006	1.61766	1.61789	1.61756	1.61949	1.62009	1.61918	1.61984	1.62005	1.61908	1.61993	1.61948	1.62002	1.6205	1.62094	1.61951	1.61908	1.61937	1.61898	1.61897	1.61926	1.61935	1.61876	1.61881	1.61947	1.62026	1.61897	1.61859	1.61885	1.61744	1.61801	1.62	1.62035	1.62011	1.61865	1.61907	1.6196	1.61978	1.6188	1.6191	1.61805	1.61846	1.6193	1.61901	1.61927	1.61829	1.61911	1.61995	1.61972	1.61802	1.61862	1.61882	1.62004	1.61794	1.61885	1.61934	1.61866	1.61903	1.61835	1.61952	1.61932	1.61946	1.61949	1.61937	1.61916	1.61942	1.6187	1.618	1.61892	1.6186	1.61872	1.61771	1.61958	1.61938	1.61894	1.61876	1.61898	1.61934	1.62067	1.61983	1.61955	1.6195	1.61846	1.61862	1.61746	1.61841	1.62038	1.62026	1.62091	1.61975	1.62001	1.61939	1.62061	1.61813	1.61876	1.61765	1.61813	1.61843	1.61965	1.61791	1.61884	1.61894	1.61971	1.61956	1.61859	1.61901	1.61909	1.61948	1.62012	1.61994	1.62045	1.61963	1.61994	1.61952	1.61891	1.61924	1.61895	1.61887	1.61942	1.6197	1.61767	1.61863	1.6205	1.61959	1.62115	1.62086	1.62135	1.61982	1.61882	1.61875	1.61837	1.61816	1.61941	1.61947	1.61869	1.61898	1.6188	1.6181	1.61956	1.61919	1.62006	1.62026	1.62022	1.61956	1.6193	1.61814	1.61933	1.61896	1.61817	1.61812	1.61924	1.61847	1.61897	1.61791	1.61836	1.61913	1.6181	1.61828	1.61939	1.61885	1.61895	1.61847	

1.61818	1.6181	1.61701	1.61832	1.61782	1.6184	1.61934	1.61871	1.61884	1.61945	1.61934	1.62098	1.61936	1.62031	1.61966	1.61874	1.61787	1.61956	1.62012	1.61995	1.61848	1.61724	1.61831	1.61861	1.61929	1.62008	1.61834	1.61849	1.61863	1.61901	1.61809	1.61898	1.61991	1.62045	1.61955	1.61967	1.61916	1.61958	1.61887	1.61958	1.61888	1.61837	1.61941	1.62008	1.62057	1.62021	1.61986	1.61922	1.61921	1.62011	1.61886	1.61931	1.61974	1.62129	1.62067	1.61978	1.61882	1.61982	1.62138	1.62001	1.61946	1.62091	1.62037	1.62013	1.62031	1.61976	1.61866	1.61885	1.61871	1.61915	1.61994	1.62016	1.61997	1.6194	1.6199	1.62051	1.61865	1.61853	1.61675	1.61847	1.61755	1.61845	1.62036	1.61945	1.6192	1.6197	1.61968	1.61951	1.61827	1.61846	1.61856	1.61975	1.61964	1.61921	1.61996	1.61915	1.61908	1.619	1.62008	1.61964	1.61891	1.61786	1.61708	1.61875	1.61935	1.62038	1.6211	1.61876	1.61909	1.61933	1.61891	1.61866	1.61874	1.61882	1.61812	1.61948	1.62025	1.61849	1.61919	1.61921	1.61765	1.61705	1.61692	1.61788	1.61783	1.61874	1.61853	1.61856	1.61903	1.61852	1.61877	1.61864	1.61784	1.61834	1.61716	1.61799	1.61868	1.61894	1.6181	1.61845	1.61942	1.62008	1.62053	1.62024	1.62031	1.62051	1.62093	1.62068	1.62079	1.61944	1.61923	1.61899	1.61746	1.61807	1.61911	1.61882	1.62045	1.61971	1.61954	1.61981	1.61946	1.61918	1.61962	1.62005	1.6205	1.62043	1.62105	1.62128	1.61927	1.61937	1.61952	1.61901	1.62029	1.6206	1.62066	1.61909	1.61857	1.61914	1.62031	1.62029	1.61864	1.61866	1.61943	1.62036	1.61966	1.62148	1.6201	1.61962	1.61872	1.61791	1.6182	1.62045	1.61947	1.61978	1.6199	1.61793	1.61878	1.61938	1.62008	1.61848	1.61828	1.61825	1.61845	1.61931	1.61972	1.6196	1.61923	1.61956	1.62011	1.6196	1.61909	1.61901	1.6178	1.61734	1.61833	1.61928	1.61846	1.61943	1.61935	1.61962	1.61922	1.61945	1.61775	1.61872	1.6189	1.61942	1.61957	1.61951	1.61929	1.61968	1.61876	1.61914	1.61887	1.61858	1.61969	1.61926	1.62012	1.61878	1.61921	1.62016	1.62066	1.61905	1.61871	1.61819	1.61911	1.61952	1.61773	1.61805	1.61798	1.61835	1.61845	1.61812	1.61877	1.61832	1.61873	1.61803	

1.61779	1.61831	1.61823	1.61884	1.61966	1.62036	1.61816	1.61734	1.61897	1.62125	1.6207	1.62076	1.62092	1.619	1.61998	1.61994	1.6199	1.61853	1.61853	1.62017	1.62125	1.61934	1.61802	1.61936	1.6198	1.6198	1.61922	1.6188	1.61857	1.61741	1.61785	1.61744	1.6183	1.61987	1.6186	1.6192	1.61893	1.6193	1.61935	1.61864	1.61966	1.62035	1.62072	1.61935	1.61884	1.61837	1.61916	1.61863	1.61851	1.62001	1.62015	1.62016	1.61958	1.61993	1.619	1.6194	1.61974	1.6206	1.61907	1.61877	1.61921	1.61869	1.61928	1.62029	1.62052	1.6199	1.61895	1.61741	1.6175	1.61927	1.61999	1.61905	1.62004	1.62068	1.62127	1.61986	1.61895	1.61919	1.61924	1.61963	1.61766	1.61866	1.61969	1.61932	1.61977	1.62109	1.62059	1.61888	1.61892	1.62029	1.62	1.61905	1.61975	1.61964	1.62001	1.6178	1.61903	1.61928	1.61943	1.62003	1.61829	1.61824	1.61954	1.61937	1.61961	1.61951	1.6205	1.61932	1.6188	1.61763	1.61706	1.61756	1.61811	1.62021	1.6182	1.61969	1.61853	1.61893	1.61872	1.61992	1.6199	1.6188	1.61749	1.61691	1.61741	1.61678	1.61924	1.61827	1.61846	1.61757	1.61837	1.61841	1.61813	1.61731	1.61792	1.61817	1.61871	1.61957	1.61796	1.61857	1.61914	1.62119	1.62015	1.61896	1.61975	1.62026	1.61983	1.6212	1.6212	1.62048	1.61976	1.61696	1.61888	1.6205	1.61992	1.6198	1.61947	1.61929	1.61864	1.61934	1.61921	1.61952	1.61955	1.62032	1.61845	1.62001	1.62111	1.62016	1.62042	1.62013	1.61931	1.61859	1.62032	1.62028	1.62013	1.61885	1.61676	1.61798	1.6188	1.61813	1.61901	1.61911	1.61953	1.61996	1.61902	1.61942	1.61881	1.61855	1.61873	1.6185	1.61856	1.61947	1.61943	1.61921	1.62019	1.61897	1.61987	1.61972	1.62021	1.61857	1.61764	1.61827	1.61858	1.61966	1.62014	1.61892	1.61963	1.61825	1.61973	1.61937	1.61956	1.61984	1.61935	1.62045	1.62013	1.62039	1.62048	1.61936	1.61931	1.61981	1.62054	1.61987	1.61767	1.61909	1.61839	1.6192	1.61814	1.61815	1.61897	1.61987	1.61922	1.61998	1.6206	1.62067	1.62033	1.62054	1.6207	1.6202	1.6198	1.62003	1.61909	1.61964	1.61886	1.61933	1.61952	1.61886	1.61805	1.61764	1.61935	1.61748	1.61858	1.61902	1.61762	1.61869	1.61851	1.61704	

1.61855	1.61854	1.61877	1.61838	1.61983	1.61848	1.61895	1.61825	1.62159	1.62126	1.61995	1.61979	1.62097	1.62006	1.61944	1.61941	1.62004	1.62099	1.61943	1.61886	1.61994	1.6197	1.6194	1.61911	1.61991	1.61898	1.61861	1.61947	1.61951	1.61886	1.61912	1.61903	1.61814	1.62012	1.6213	1.61985	1.61859	1.61814	1.61826	1.61874	1.61866	1.61985	1.61931	1.61937	1.61895	1.61985	1.61953	1.61951	1.61896	1.62061	1.62063	1.62144	1.62158	1.61895	1.61769	1.61833	1.61884	1.62048	1.61963	1.619	1.6185	1.61835	1.61916	1.61999	1.61998	1.62011	1.61866	1.61808	1.61762	1.61744	1.61908	1.6189	1.61991	1.61914	1.6193	1.61939	1.61948	1.62051	1.61959	1.61867	1.62012	1.62084	1.62029	1.61938	1.61982	1.61987	1.62171	1.61955	1.6205	1.61955	1.62023	1.61875	1.61969	1.61878	1.61891	1.61871	1.61821	1.61986	1.62045	1.6195	1.61776	1.61904	1.61844	1.61891	1.61946	1.61826	1.61932	1.6207	1.62048	1.61878	1.61884	1.6193	1.61878	1.61927	1.61999	1.61776	1.61791	1.61859	1.61916	1.61739	1.61782	1.61728	1.6186	1.61944	1.61907	1.61891	1.61858	1.62021	1.61753	1.61771	1.61808	1.61883	1.61786	1.61855	1.61858	1.61784	1.61867	1.61855	1.61794	1.6187	1.6202	1.62019	1.62053	1.62117	1.61989	1.62057	1.62047	1.62031	1.62039	1.62103	1.6193	1.61912	1.61974	1.61954	1.61976	1.61888	1.61994	1.61945	1.6194	1.61855	1.61955	1.62039	1.61931	1.61967	1.61897	1.62023	1.61974	1.61977	1.61828	1.61813	1.61775	1.61915	1.61979	1.62005	1.61969	1.61741	1.61746	1.61868	1.61876	1.61779	1.61796	1.6191	1.61881	1.61934	1.62012	1.62028	1.62003	1.6206	1.61959	1.61973	1.62012	1.62035	1.62057	1.62056	1.6197	1.62039	1.6196	1.6179	1.61889	1.61813	1.61796	1.61771	1.61869	1.61858	1.61955	1.61962	1.61977	1.61844	1.61852	1.6192	1.61752	1.61716	1.61834	1.61806	1.61917	1.61952	1.62068	1.62063	1.61839	1.61895	1.62069	1.6196	1.61957	1.61928	1.61905	1.61939	1.61901	1.61648	1.61822	1.61886	1.61911	1.61858	1.6187	1.6206	1.62009	1.62098	1.62074	1.61982	1.62075	1.61777	1.61885	1.61854	1.61904	1.61907	1.6194	1.61998	1.61877	1.61816	1.61702	1.61863	1.61912	1.61903	1.61947	1.61849	1.61877	1.61804	

1.61883	1.61896	1.61841	1.61908	1.61968	1.61814	1.61904	1.61989	1.6215	1.61987	1.61947	1.62023	1.62031	1.61997	1.6192	1.61822	1.61935	1.61888	1.62013	1.62051	1.61968	1.61934	1.61833	1.61863	1.61783	1.61719	1.61952	1.61893	1.62046	1.62006	1.61955	1.61891	1.61989	1.6194	1.61992	1.61897	1.61924	1.61734	1.61812	1.61984	1.62005	1.61974	1.61936	1.61917	1.61856	1.61953	1.62091	1.62019	1.61842	1.61873	1.61867	1.61811	1.61978	1.61968	1.61918	1.61811	1.61835	1.61874	1.61901	1.61925	1.61851	1.6193	1.62061	1.62028	1.62092	1.61923	1.61774	1.61731	1.61846	1.61818	1.61973	1.62064	1.61919	1.61919	1.61976	1.61895	1.61886	1.61981	1.61932	1.61922	1.61894	1.61954	1.61948	1.61906	1.62015	1.62009	1.61951	1.62023	1.62129	1.62074	1.61932	1.61992	1.61972	1.62018	1.62011	1.6175	1.61747	1.61911	1.61934	1.61849	1.61698	1.61938	1.61886	1.61966	1.61935	1.61874	1.61976	1.61912	1.6199	1.62017	1.62169	1.61986	1.61914	1.62005	1.62013	1.61945	1.61999	1.61932	1.62042	1.61861	1.61909	1.61837	1.61918	1.61939	1.61853	1.61878	1.62096	1.62052	1.62005	1.61866	1.61961	1.61892	1.61956	1.61966	1.61976	1.61969	1.61915	1.61944	1.61932	1.61877	1.61948	1.62032	1.62032	1.61996	1.61943	1.6194	1.62105	1.61989	1.61944	1.61899	1.61836	1.61876	1.61938	1.61802	1.61852	1.61767	1.61804	1.61948	1.62083	1.61898	1.61909	1.61878	1.61833	1.61889	1.61955	1.6209	1.62003	1.61933	1.61966	1.61866	1.61907	1.61898	1.62017	1.62109	1.61896	1.61806	1.61748	1.61795	1.61902	1.61945	1.61798	1.61877	1.61861	1.61913	1.61818	1.62073	1.62121	1.6204	1.62011	1.621	1.62065	1.61948	1.61952	1.61853	1.61967	1.61956	1.61886	1.61823	1.61829	1.61721	1.61603	1.6175	1.61828	1.61763	1.61964	1.61976	1.61932	1.61848	1.61942	1.61978	1.61853	1.62014	1.61836	1.61858	1.61885	1.61989	1.62093	1.62148	1.62135	1.62045	1.61983	1.61987	1.62061	1.61883	1.61868	1.61897	1.61813	1.61771	1.61758	1.61763	1.61977	1.61878	1.61925	1.61835	1.62019	1.62119	1.62059	1.61899	1.6195	1.61946	1.61884	1.61907	1.61959	1.62076	1.62088	1.61974	1.61856	1.61971	1.61786	1.61682	1.61913	1.61791	1.61864	1.61865	1.61906	1.61852	

1.6194	1.61851	1.61822	1.61885	1.61838	1.61901	1.61948	1.61931	1.61974	1.62098	1.61927	1.61971	1.6196	1.61905	1.62004	1.61978	1.61824	1.6188	1.61974	1.61839	1.61848	1.62039	1.61938	1.61855	1.61928	1.6189	1.61873	1.61988	1.61992	1.61943	1.61965	1.6189	1.61977	1.61998	1.621	1.61998	1.62	1.61905	1.61898	1.61849	1.61907	1.61954	1.61975	1.62084	1.61998	1.62012	1.6195	1.6184	1.61794	1.61917	1.61934	1.61868	1.61843	1.61828	1.61762	1.61872	1.61736	1.6186	1.61994	1.61957	1.61871	1.62028	1.62	1.61996	1.6188	1.6187	1.61953	1.61865	1.6178	1.61824	1.61952	1.61838	1.61877	1.62026	1.61901	1.61868	1.61969	1.62018	1.62113	1.61958	1.61902	1.61948	1.61829	1.61909	1.61999	1.61973	1.62072	1.62047	1.61925	1.62028	1.61971	1.61939	1.61936	1.62	1.6188	1.61845	1.61769	1.61764	1.61714	1.61862	1.61955	1.61893	1.61831	1.61959	1.62058	1.62077	1.62017	1.62019	1.61946	1.62013	1.61915	1.61914	1.61956	1.61832	1.61952	1.61827	1.61884	1.61952	1.61973	1.62021	1.62053	1.6196	1.61999	1.61954	1.61974	1.62093	1.61955	1.61967	1.61925	1.61905	1.62037	1.61878	1.61807	1.61907	1.6195	1.61908	1.61927	1.61939	1.61935	1.61969	1.61977	1.61986	1.61901	1.61809	1.61815	1.61892	1.61903	1.61933	1.61822	1.61895	1.61957	1.61928	1.6184	1.61893	1.61817	1.61765	1.61876	1.61845	1.61857	1.61899	1.6198	1.61908	1.61857	1.61903	1.62183	1.62052	1.6192	1.6209	1.62031	1.62071	1.62055	1.61937	1.62049	1.61958	1.62024	1.61872	1.61829	1.61888	1.61925	1.61991	1.61962	1.61834	1.62014	1.62115	1.62068	1.61911	1.62	1.62012	1.62018	1.62002	1.6195	1.61999	1.62025	1.61887	1.62014	1.62149	1.6191	1.61797	1.61898	1.6196	1.61904	1.61795	1.61808	1.61873	1.61847	1.61897	1.61751	1.61878	1.6209	1.6198	1.61973	1.61895	1.619	1.61856	1.62045	1.61963	1.6208	1.61919	1.62109	1.61978	1.6196	1.61999	1.61976	1.62051	1.62034	1.61907	1.61781	1.6197	1.61777	1.61927	1.61959	1.61889	1.61923	1.62025	1.62129	1.62016	1.61933	1.61892	1.61802	1.61973	1.62061	1.61961	1.62115	1.62036	1.62099	1.61825	1.61741	1.61849	1.61887	1.61833	1.61832	1.6185	1.61819	1.61936	1.6202	1.61875	

1.61872	1.61835	1.61894	1.61904	1.61808	1.61996	1.61912	1.61958	1.6199	1.6214	1.62099	1.61953	1.61937	1.61722	1.61955	1.61876	1.61938	1.61784	1.61847	1.61872	1.61796	1.6197	1.61904	1.61935	1.61832	1.61855	1.61964	1.62015	1.61997	1.61981	1.61903	1.61857	1.6191	1.6201	1.61994	1.62003	1.62069	1.61985	1.619	1.61917	1.61875	1.6194	1.61848	1.61888	1.61875	1.62017	1.61916	1.61729	1.61845	1.61829	1.61913	1.62034	1.61967	1.61865	1.61872	1.6186	1.6189	1.61962	1.61994	1.61893	1.62019	1.61963	1.61853	1.61979	1.61881	1.61939	1.61885	1.61798	1.61901	1.61962	1.61935	1.61874	1.61986	1.62042	1.61906	1.61888	1.61799	1.62161	1.62136	1.61942	1.61988	1.6189	1.6196	1.6196	1.61895	1.61962	1.61966	1.61979	1.61811	1.61959	1.61993	1.61972	1.62009	1.61967	1.61939	1.61877	1.61902	1.61884	1.61852	1.61833	1.6187	1.61951	1.61928	1.61891	1.61989	1.61964	1.62035	1.61992	1.62051	1.61859	1.61989	1.61994	1.61838	1.61915	1.61864	1.62141	1.62154	1.62007	1.61968	1.62014	1.61981	1.61944	1.61952	1.61957	1.61944	1.62011	1.62037	1.62075	1.61992	1.61823	1.61838	1.62037	1.62002	1.61952	1.61934	1.6189	1.61895	1.61844	1.61832	1.61949	1.6202	1.61916	1.62081	1.61931	1.61852	1.61737	1.61917	1.61844	1.6184	1.62018	1.62056	1.62017	1.61992	1.61976	1.61935	1.6181	1.61946	1.6194	1.61897	1.61887	1.61883	1.61905	1.61972	1.62126	1.6216	1.62083	1.62069	1.61992	1.62004	1.61912	1.61874	1.61941	1.61848	1.61907	1.61915	1.61849	1.61764	1.61819	1.61656	1.61979	1.61987	1.61966	1.62136	1.62121	1.61984	1.61988	1.6189	1.62015	1.61971	1.61906	1.61926	1.61877	1.61937	1.61883	1.61941	1.61839	1.61699	1.61879	1.61859	1.62052	1.62005	1.61979	1.61871	1.61819	1.61723	1.61859	1.61845	1.61953	1.61907	1.61922	1.61966	1.61983	1.61899	1.61954	1.61784	1.61757	1.6194	1.61931	1.61979	1.61996	1.61946	1.61818	1.61951	1.61964	1.62019	1.61951	1.61982	1.61968	1.61919	1.6197	1.61985	1.61971	1.6194	1.61944	1.61962	1.62093	1.61898	1.61899	1.61951	1.61993	1.62126	1.61974	1.61874	1.61997	1.61901	1.61872	1.61883	1.61943	1.61945	1.61966	1.61919	1.61965	1.61941	1.61986	1.61846	1.61788	

1.6183	1.61915	1.61838	1.61858	1.62026	1.61881	1.62103	1.62039	1.62019	1.62065	1.61938	1.62017	1.61926	1.62056	1.61994	1.62057	1.62049	1.61879	1.61906	1.61819	1.61844	1.6202	1.62085	1.62036	1.62025	1.6194	1.6183	1.61858	1.61919	1.61782	1.6176	1.61914	1.61962	1.61993	1.61979	1.61917	1.61947	1.61901	1.62026	1.62012	1.61874	1.6185	1.61982	1.61981	1.6191	1.61871	1.61798	1.61719	1.61873	1.61777	1.61949	1.61899	1.61931	1.61832	1.61902	1.61885	1.61989	1.62063	1.61936	1.62027	1.62033	1.61984	1.61938	1.62037	1.6195	1.62086	1.61951	1.61801	1.61929	1.62005	1.6195	1.61922	1.61908	1.61929	1.61962	1.61954	1.61916	1.62039	1.61911	1.61828	1.61857	1.6188	1.61881	1.61966	1.61865	1.61975	1.61914	1.61933	1.61999	1.61998	1.61903	1.62026	1.62112	1.6207	1.61936	1.61871	1.61801	1.61962	1.61863	1.61875	1.61938	1.62011	1.61844	1.61809	1.6199	1.62021	1.61927	1.61961	1.61913	1.61705	1.61834	1.61938	1.62053	1.62102	1.62074	1.61945	1.61953	1.61962	1.61949	1.619	1.61821	1.61868	1.61891	1.61934	1.61761	1.62121	1.6205	1.61961	1.61942	1.61815	1.61815	1.61931	1.61953	1.61916	1.61946	1.61811	1.61983	1.61849	1.61965	1.61874	1.61879	1.61864	1.61995	1.62025	1.61872	1.61956	1.61949	1.62022	1.62009	1.62054	1.62055	1.62031	1.61995	1.6195	1.6196	1.61881	1.61841	1.61784	1.61778	1.61791	1.61884	1.6186	1.6192	1.61899	1.61837	1.61961	1.62131	1.61894	1.61863	1.61912	1.6195	1.61805	1.61781	1.61968	1.61861	1.61862	1.61808	1.61848	1.61736	1.61893	1.6189	1.61924	1.61899	1.62053	1.61938	1.61903	1.62023	1.61946	1.61848	1.61889	1.61915	1.61913	1.61913	1.61953	1.61844	1.61698	1.61896	1.61967	1.62047	1.61955	1.61953	1.6203	1.61895	1.61818	1.61738	1.61899	1.61915	1.61949	1.61894	1.61846	1.61995	1.61897	1.61887	1.61908	1.61831	1.61908	1.61807	1.61944	1.61931	1.61876	1.61888	1.61971	1.61967	1.62017	1.62031	1.61966	1.62088	1.61983	1.6189	1.61981	1.61883	1.61946	1.61934	1.61953	1.62044	1.62	1.6186	1.61863	1.61907	1.61819	1.61883	1.62004	1.62021	1.61946	1.62025	1.62042	1.61986	1.61943	1.61972	1.62076	1.62017	1.61869	1.61907	1.61926	1.6188	1.61899	

1.6179	1.61718	1.61923	1.61754	1.62008	1.619	1.61986	1.61929	1.61946	1.62043	1.62037	1.61904	1.61917	1.61889	1.61916	1.62022	1.61956	1.61876	1.61943	1.61993	1.61871	1.61942	1.61844	1.61859	1.61858	1.61828	1.61895	1.61903	1.61887	1.61963	1.61915	1.62	1.62002	1.62077	1.62014	1.61951	1.6188	1.61956	1.61967	1.61929	1.61943	1.61915	1.6202	1.61944	1.61938	1.619	1.61923	1.61763	1.61977	1.62033	1.6185	1.61883	1.62004	1.6211	1.61843	1.61806	1.6181	1.61831	1.62041	1.6198	1.62001	1.62041	1.62013	1.6197	1.62089	1.62074	1.61916	1.6187	1.61974	1.62044	1.61871	1.61818	1.61907	1.61877	1.62013	1.61881	1.61916	1.61888	1.61854	1.618	1.61874	1.61889	1.61869	1.62005	1.61895	1.61846	1.61782	1.62034	1.61999	1.61973	1.61983	1.62031	1.62003	1.61963	1.62037	1.61905	1.61991	1.61894	1.61862	1.61981	1.61989	1.62135	1.62042	1.6198	1.62113	1.62023	1.61908	1.61941	1.61953	1.61863	1.6192	1.61874	1.61898	1.61846	1.61906	1.61908	1.61894	1.61863	1.6189	1.61939	1.61928	1.61773	1.6187	1.6187	1.61915	1.61902	1.62007	1.61957	1.62035	1.61864	1.61844	1.61882	1.61786	1.61914	1.61947	1.61939	1.61884	1.61842	1.61859	1.61919	1.61919	1.61895	1.61903	1.61945	1.61992	1.61928	1.61805	1.61912	1.62014	1.61938	1.61938	1.62033	1.61997	1.61928	1.61776	1.6182	1.61711	1.61719	1.6183	1.61902	1.62068	1.61898	1.61874	1.62022	1.61955	1.62037	1.6201	1.62046	1.61894	1.61869	1.61884	1.61941	1.61866	1.61982	1.61994	1.61923	1.61771	1.61814	1.61955	1.61938	1.62046	1.61924	1.62081	1.61975	1.61979	1.61902	1.61907	1.61731	1.61757	1.61787	1.61794	1.61804	1.6197	1.61931	1.61989	1.62093	1.61967	1.62044	1.62037	1.62098	1.62011	1.6186	1.61904	1.61964	1.61963	1.61991	1.61933	1.61967	1.61942	1.61999	1.62115	1.62011	1.61908	1.61981	1.61828	1.61823	1.61799	1.61875	1.62024	1.6175	1.61873	1.62002	1.61943	1.62019	1.61951	1.62013	1.62028	1.61909	1.61984	1.62091	1.61921	1.61956	1.6199	1.62035	1.61971	1.62058	1.6193	1.61907	1.62019	1.61902	1.61855	1.61992	1.62082	1.62131	1.62029	1.62146	1.62142	1.61964	1.61922	1.62004	1.61887	1.6186	1.61945	1.61876	1.61864	1.61803	

1.61848	1.61957	1.6206	1.61916	1.61895	1.61949	1.62015	1.62053	1.61905	1.61886	1.61898	1.62005	1.61877	1.61925	1.61932	1.61864	1.61857	1.61961	1.61938	1.61958	1.61942	1.61935	1.62062	1.62092	1.61906	1.61973	1.61999	1.61945	1.61934	1.6189	1.61967	1.61994	1.62049	1.62005	1.61941	1.61895	1.61958	1.61994	1.61978	1.62025	1.62024	1.61911	1.61866	1.62034	1.61947	1.61806	1.61836	1.62008	1.61959	1.61901	1.61935	1.61916	1.61866	1.61874	1.61936	1.61779	1.61862	1.61938	1.61916	1.62059	1.62117	1.62107	1.6202	1.61882	1.61854	1.61838	1.61843	1.61928	1.61949	1.62031	1.62034	1.61871	1.618	1.61848	1.61982	1.61911	1.61874	1.61925	1.61897	1.61934	1.61919	1.61864	1.61939	1.61898	1.61962	1.61934	1.61898	1.62004	1.6192	1.61928	1.62024	1.61943	1.62031	1.61997	1.62008	1.61887	1.61897	1.61872	1.61969	1.61953	1.61942	1.6192	1.61836	1.61818	1.61942	1.62064	1.61906	1.61872	1.61863	1.61966	1.61919	1.61891	1.61767	1.61825	1.61773	1.61957	1.61907	1.61928	1.61918	1.61919	1.61881	1.62042	1.61979	1.62036	1.61954	1.61986	1.61878	1.61921	1.61904	1.61937	1.62024	1.61799	1.61865	1.61816	1.61917	1.62017	1.6198	1.61933	1.61858	1.61866	1.61831	1.61725	1.6187	1.6188	1.61905	1.61994	1.61961	1.61917	1.62078	1.62149	1.62101	1.62069	1.62066	1.61982	1.6189	1.61875	1.61864	1.61862	1.61924	1.61852	1.61965	1.62102	1.62071	1.61997	1.62034	1.62052	1.61921	1.61822	1.61909	1.61874	1.61845	1.61805	1.61813	1.6189	1.61915	1.61939	1.61871	1.6192	1.61967	1.6196	1.62015	1.62079	1.61987	1.62026	1.6222	1.62101	1.61851	1.61656	1.61738	1.61795	1.61752	1.61815	1.6192	1.62028	1.61935	1.6199	1.62053	1.62211	1.62235	1.62022	1.62066	1.61857	1.61845	1.61934	1.61922	1.61926	1.61833	1.62022	1.61999	1.6198	1.62005	1.62009	1.61886	1.61822	1.61975	1.61905	1.61899	1.61868	1.61956	1.62046	1.61932	1.61929	1.61877	1.61903	1.61957	1.61916	1.6198	1.61912	1.61845	1.61875	1.61809	1.61786	1.61918	1.62022	1.61974	1.61925	1.61876	1.61848	1.61851	1.62128	1.6212	1.62059	1.62109	1.62096	1.621	1.62091	1.61942	1.61874	1.61948	1.61948	1.61989	1.61905	1.61809	1.61866	1.61933	1.61875	

